Country,Year,CountryName,GDP,INVESTMENT,LABOR,HC_index,LABOR_ILOSTAT,CAPITAL,EFFECTIVE_LABOR,TFP,TFP_Growth,GDP_Growth
ARG,1992,Argentina,313120244489.89,40772703492.6653,4495566.0,2.57097387313843,4495566.0,218935724503.31815,11557982.730969438,862.4362433232474,,
ARG,1993,Argentina,338817957426.035,46327225414.1258,4609059.0,2.58705997467041,4609059.0,254316163692.278,11923912.059794426,867.7873915910747,0.6204688531186386,8.206979072212196
ARG,1994,Argentina,358592053441.545,52661207597.975,4386273.0,2.60324645042419,4386273.0,294261563105.6391,11418549.617841464,897.6288651735896,3.438800087634486,5.836200703685179
ARG,1995,Argentina,348389357874.283,45770986408.9843,5878051.5,2.61953449249268,5878051.5,325319471359.34143,15397758.652898336,693.280491753289,-22.765352290757978,-2.845209610570787
ARG,1996,Argentina,367643757074.802,49836963889.7747,7369830.0,2.62702393531799,7369830.0,358890461681.14905,19360719.809224583,609.1041382577798,-12.14174558447898,5.526689827152231
ARG,1997,Argentina,397463514160.866,58639598832.0611,7858448.0,2.63453459739685,7858448.0,399585537429.15265,20703353.137844082,607.1659429381881,-0.3182042606270197,8.111046770745745
ARG,1998,Argentina,412766570325.764,62476955246.5045,8278638.000000001,2.64206695556641,8278638.000000001,442083215804.1995,21872715.896896396,587.274771687269,-3.2760683437977556,3.8501788515622914
ARG,1999,Argentina,398792535409.293,54598702029.7055,8285155.000000001,2.64962077140808,8285155.000000001,474577757043.695,21952518.782335516,552.172286314291,-5.9771825839081805,-3.3854570406325224
ARG,2000,Argentina,395646066535.875,50883664312.6158,8261723.0,2.65719604492188,8261723.0,501732533504.12604,21953017.67984013,537.2424399297411,-2.703838413225257,-0.7889989390570507
ARG,2001,Argentina,378202665751.853,42914748082.9166,8143391.0,2.68300294876099,8143391.0,519560654911.83636,21848742.065913707,508.8909314344118,-5.277228005113854,-4.40883968258542
ARG,2002,Argentina,336999433710.193,27273361805.6602,8016067.0,2.70905995368958,8016067.0,520855983971.9047,21716006.095792573,454.8529545886054,-10.618773789796066,-10.89448482859039
ARG,2003,Argentina,366780211148.674,37682562546.6549,8956213.0,2.73537039756775,8956213.0,532495747319.96436,24498559.91451145,454.2070641039286,-0.14199984372115226,8.837040795769212
ARG,2004,Argentina,399898899166.738,50654861461.2803,9254724.0,2.76193618774414,9254724.0,556525821415.2465,25560957.1231842,474.35690213073536,4.4362669846535585,9.029573300681527
ARG,2005,Argentina,435296589745.339,58672701569.6979,9525554.0,2.7887601852417,9525554.0,587372231914.182,26564485.737569816,494.1623486736102,4.175220483545616,8.851659920134459
ARG,2006,Argentina,470325565798.353,67164293724.504,9926045.0,2.7969753742218,9926045.0,625167914042.9769,27762903.428417426,507.6303445252021,2.7254192650940645,8.047151500430317
ARG,2007,Argentina,512690850741.56,80901540191.8901,10116000.0,2.80521464347839,10116000.0,674811058532.7181,28377551.333427392,531.1388925838673,4.631036799160082,9.007650875047402
ARG,2008,Argentina,533491913656.279,87936280775.266,10279805.0,2.81347823143005,10279805.0,729006786381.3481,28922007.590845786,531.3409744164835,0.03804689045328047,4.057233103464242
ARG,2009,Argentina,501917060966.235,68086553749.1582,10401878.0,2.82176613807678,10401878.0,760643000811.439,29351667.11280582,487.81747057533437,-8.191256826926718,-5.918525076349557
ARG,2010,Argentina,552738161802.463,85962395051.7292,10531926.0,2.83007836341858,10531926.0,808573245822.5962,29806175.897725593,520.6173081569071,6.72379313165814,10.125398156100317
ARG,2011,Argentina,585924294024.785,100900907666.981,10765734.0,2.8585422039032,10765734.0,869045491198.4473,30774304.994995613,527.052966168023,1.2361590577730563,6.003951692805698
ARG,2012,Argentina,579910247223.428,93761965457.9418,10843566.0,2.88729238510132,10843566.0,919355182096.4667,31308545.53914358,505.77893523294074,-4.036412334372508,-1.0264204544320643
ARG,2013,Argentina,593858966307.156,95955516955.605,10942848.0,2.91633176803589,10942848.0,969342939947.2483,31912975.255188003,502.1546260072694,-0.7165797096714055,2.4053237807942773
ARG,2014,Argentina,578937574935.696,89473196447.266,11047223.0,2.9456627368927,11047223.0,1010348989397.1519,32541393.137243986,476.41261370126085,-5.126311891356727,-2.5126153208137825
ARG,2015,Argentina,594749285413.212,92571210122.056,11220887.666666666,2.97528910636902,11220887.666666666,1052402750049.3502,33385384.838423822,474.5244412876411,-0.3963313227478449,2.731159828289309
ARG,2016,Argentina,582376550428.09,87222011290.2295,11394552.333333334,3.00521349906921,11394552.333333334,1087004623837.1122,34243062.4879839,451.9087014577957,-4.765979971121547,-2.0803278437780515
ARG,2017,Argentina,598790850843.677,98892817130.2083,11568217.0,3.03543877601624,11568217.0,1131547209775.4648,35114614.45117026,450.7363472072254,-0.25942280969329934,2.8185029777592074
ARG,2018,Argentina,583118120294.002,93210783977.9137,11744699.0,3.06596803665161,11744699.0,1168180633264.6052,36008871.73409413,427.03340815449224,-5.258714811795673,-2.617396462820476
ARG,2019,Argentina,571450737224.442,78342216931.0375,12041135.0,3.09680438041687,12041135.0,1188113818532.4126,37289039.61319089,406.6780215264636,-4.766696525219971,-2.000861002857768
ARG,2020,Argentina,514874343768.066,68106055855.5898,10936539.0,3.12795066833496,10936539.0,1196814183461.3818,34208954.47432136,386.5458599281213,-4.950393316751267,-9.90048481364636
ARG,2021,Argentina,568636554720.066,91273371142.4809,12241621.0,3.13874697685242,12241621.0,1228246845430.7937,38423350.9055231,392.281557229426,1.483833587655381,10.441811988250516
ARG,2022,Argentina,602872713790.916,100814337082.887,12881228.0,3.14963102340698,12881228.0,1267648840242.1409,40571115.32837865,397.04065194066794,1.2131833943084258,6.020745375348602
ARG,2023,Argentina,591684674129.454,98847542616.3413,13293498.0,3.16060328483582,13293498.0,1303113940846.375,42015473.4457584,377.2510553325904,-4.9842746608815265,-1.8557880304634566
ARG,2024,Argentina,583738758865.705,81821414740.2399,13335384.0,3.1716137699549805,13335384.0,1319779658544.2961,42294687.52203733,368.9412767156848,-2.2027184548442325,-1.3429307215773068
BRA,1992,Brazil,921636571041.486,157408696244.73,61896136.0,1.77301752567291,61896136.0,1173105935558.82,109742933.89943393,326.62310264535864,,
BRA,1993,Brazil,967024315134.652,172440758766.902,66570000.0,1.80186975002289,66570000.0,1286891397547.781,119950469.25902379,313.1457066067206,-4.126283759318639,4.924690004637733
BRA,1994,Brazil,1023622994691.61,195438127098.98,65191237.5,1.8311915397644,65191237.5,1417984954769.3718,119377642.5767717,321.40676706317583,2.6380883665859445,5.85287036438964
BRA,1995,Brazil,1066858717573.94,199528534284.712,63812475.0,1.86099052429199,63812475.0,1546614241315.615,118754411.3066195,326.0625122443297,1.4485523200694628,4.223793633646888
BRA,1996,Brazil,1090424176256.21,201913940028.864,63192591.0,1.89644837379456,63192591.0,1671197469278.6982,119841486.43781476,322.43418559262113,-1.1127702558427655,2.2088640505144364
BRA,1997,Brazil,1127442397626.76,218911286451.875,64520177.0,1.932581782341,64520177.0,1806548882266.6382,124690518.6636168,316.1587683069728,-1.9462630099579492,3.3948459853160973
BRA,1998,Brazil,1131254256718.86,218552620469.963,65417263.0,1.96940386295319,65417263.0,1934774058623.269,128833010.4560248,303.19496579085745,-4.100408976646886,0.33809790195258316
BRA,1999,Brazil,1136547820360.71,199155414557.845,66711062.00000001,2.0069272518158,66711062.00000001,2037190770249.9504,133884248.32537346,291.7779397827977,-3.765572419146024,0.4679375666796215
BRA,2000,Brazil,1186418964121.03,208741146224.95,69899856.0,2.04516577720642,69899856.0,2144072377962.4028,142956793.32285684,286.69568512065814,-1.7418227937049835,4.387949443648775
BRA,2001,Brazil,1202908958645.15,211464123363.08,73088650.0,2.08590292930603,73088650.0,2248332882427.363,152455829.13402316,274.18135778366064,-4.365021165815852,1.3898964044574802
BRA,2002,Brazil,1239639324869.85,208411057628.535,75787338.0,2.12745189666748,75787338.0,2344327295934.53,161233915.9714794,268.4987684507499,-2.0725659026732735,3.0534618568366145
BRA,2003,Brazil,1253781489768.13,200106893263.436,76955937.0,2.16982817649841,76955937.0,2427217824401.2393,166981160.45143652,262.24060109612367,-2.330799277306228,1.1408289987706377
BRA,2004,Brazil,1325998860202.27,217089892052.109,81288843.0,2.21304869651794,81288843.0,2522946825233.286,179896168.04260147,260.6820175513988,-0.594333424424065,5.759964636859949
BRA,2005,Brazil,1368459094848.72,221336823885.976,83330243.0,2.25713014602661,83330243.0,2618136307857.5977,188087203.5510229,257.9888991719232,-1.033104778293581,3.202132062162777
BRA,2006,Brazil,1422677289673.84,236079601195.265,85281316.0,2.29880857467651,85281316.0,2723309093659.983,196045420.48049706,257.50793428731674,-0.18642851926972126,3.9619887089949124
BRA,2007,Brazil,1509031960316.93,264296798014.956,86726175.0,2.34125638008118,86726175.0,2851440436991.94,203048210.53878692,262.71596988571,2.0224757783899427,6.069870607331285
BRA,2008,Brazil,1585904997750.07,296770834353.685,89200229.0,2.38448834419251,89200229.0,3005639249496.028,212696906.34980273,262.9992478618523,0.10782670587765608,5.094195448119931
BRA,2009,Brazil,1583909738906.86,290438116325.471,89786445.0,2.42851853370667,89786445.0,3145795403346.6973,218048045.75813457,254.36996736464954,-3.281104629521814,-0.12581200299138784
BRA,2010,Brazil,1703150040806.99,342292709370.151,90358827.0,2.47336173057556,90358827.0,3330798342549.513,223490064.72149765,263.8415237651643,3.7235356432376854,7.52822581812167
BRA,2011,Brazil,1770840429106.43,365685151995.703,90931209.0,2.5608959197998,90931209.0,3529943577417.7407,232865362.11056283,261.7233861031645,-0.802806787867516,3.974423079446754
BRA,2012,Brazil,1804861390164.77,368533023762.941,89317315.0,2.62187433242798,89317315.0,3721979422309.7944,234178775.6398846,260.8957897603431,-0.3162103146927664,1.9211759850946697
BRA,2013,Brazil,1859094274383.73,390008184132.424,90770602.0,2.68430471420288,90770602.0,3925888635326.7285,243655954.85963336,257.0502628926404,-1.4739704581799518,3.004822670288765
BRA,2014,Brazil,1868463286696.58,373533970831.149,91977782.0,2.74822163581848,91977782.0,4103128174391.541,252775330.50699556,248.38006879834847,-3.372956711549091,0.5039557402733541
BRA,2015,Brazil,1802211999456.42,321439054845.258,91961930.0,2.81366038322449,91961930.0,4219410820517.2217,258749639.2058637,233.666203981914,-5.923931371635205,-3.5457633934724786
BRA,2016,Brazil,1743173031878.48,282449055268.201,90212798.0,2.8806574344635,90212798.0,4290889334759.5615,259872167.24245396,224.05523171125824,-4.113120385778879,-3.2759169063210747
BRA,2017,Brazil,1766232928473.27,275225828621.726,90503629.0,2.94924998283386,90503629.0,4351570696643.3096,266917826.27465203,222.01199292521332,-0.9119353163232868,1.3228690539079935
BRA,2018,Brazil,1797736638146.82,289624978886.943,92076304.0,3.01947546005249,92076304.0,4423617140698.087,278022140.3803329,218.80252758801248,-1.4456270109164615,1.7836667613700286
BRA,2019,Brazil,1819683008336.22,301285475912.595,94129066.0,3.09137320518494,94129066.0,4503721759575.777,290988072.4614848,213.66177136934013,-2.349495810373814,1.220777822719521
BRA,2020,Brazil,1760056385298.89,296022135253.885,86874675.0,3.16498303413391,86874675.0,4574557806850.873,274956872.4708973,213.24674589697835,-0.19424414096256282,-3.276758796129453
BRA,2021,Brazil,1843880907790.44,334230064783.313,91187695.0,3.22658061981201,91187695.0,4680059981291.643,294224449.4523285,212.0819351669826,-0.5462267314308766,4.76260437970657
BRA,2022,Brazil,1899505159031.73,337871418527.24,97918963.0,3.29099345207214,97918963.0,4783928400754.301,322250666.06669414,204.35715933796584,-3.64235446217267,3.0166943540809177
BRA,2023,Brazil,1961080569227.7,327806716034.428,99281765.0,3.35838437080383,99281765.0,4872538696751.014,333426327.8818187,205.0364881074778,0.332422300110613,3.241655328135984
BRA,2024,Brazil,2028136094548.34,350296743007.11,102111527.0,3.4271552788893853,102111527.0,4979208504920.573,349952058.793506,203.93202203530194,-0.5386680597050164,3.4193151659774657
CHL,1992,Chile,85414661278.3917,11790748775.4314,4723765.0,2.66467809677124,4723765.0,65559805080.967125,12587313.129794596,339.43199033768883,,
CHL,1993,Chile,91125130548.8196,13907897365.0331,4992285.0,2.67962789535522,4992285.0,76189712191.95186,13377466.147563435,330.2413397812538,-2.7076559717578608,6.685584400804201
CHL,1994,Chile,95751374590.6832,14768248442.7463,5036220.0,2.69466161727905,5036220.0,87148475025.10056,13570908.730173098,327.9882501666388,-0.6822554729542407,5.076803746673519
CHL,1995,Chile,104613573720.419,18238747725.666,5095317.0,2.70977973937988,5095317.0,101029798999.51152,13807186.772317873,336.48238792940117,2.589768919602098,9.255427577535924
CHL,1996,Chile,112056685779.901,19865415630.8878,5343801.0,2.72498273849487,5343801.0,115843724680.42374,14561765.482951624,331.8893166614683,-1.3650257584645331,7.114862627075325
CHL,1997,Chile,120339623825.598,22444884651.3311,5361601.5,2.7402708530426,5361601.5,132496423097.73364,14692240.316079482,338.088174496198,1.8677485304694708,7.391739268432551
CHL,1998,Chile,125370887065.113,23238874488.7083,5379402.0,2.75564479827881,5379402.0,149110476431.55527,14823721.139150627,336.00569607212964,-0.6159571913958772,4.180886627007041
CHL,1999,Chile,125027832953.909,20097720510.9821,5437923.0,2.77110481262207,5437923.0,161752673120.9596,15069054.595968245,322.2202174594808,-4.102751463382792,-0.2736313981936189
CHL,2000,Chile,131243743563.397,22073999301.2587,5496444.0,2.7866518497467,5496444.0,175739038766.17032,15316675.83962915,325.10061013724885,0.8939205306477183,4.971621488296507
CHL,2001,Chile,135383217071.739,22569037125.1008,5291164.5,2.80529260635376,5291164.5,189521123952.9626,14843264.65085149,333.3423798553605,2.5351443402804374,3.154034924600002
CHL,2002,Chile,139719269577.32,23568705901.2465,5085885.0,2.82405781745911,5085885.0,203613773656.56094,14362833.292948026,342.74231456237084,2.819903881135377,3.202799135201051
CHL,2003,Chile,146318553366.968,25583503697.446,5994631.0,2.84294891357422,5994631.0,219016588671.1789,17042429.68872834,313.0667631199658,-8.658268962294935,4.723245268610543
CHL,2004,Chile,156084225513.955,28977109190.0792,6189195.666666667,2.8619658946991,6189195.666666667,237042868427.69913,17713266.91361946,316.7929203414288,1.1902116929720652,6.674254168228844
CHL,2005,Chile,165194933117.629,35665748849.1411,6383760.333333333,2.88111042976379,6383760.333333333,260856473855.45526,18392318.477479033,316.4043492763111,-0.1226577490112124,5.837045719177714
CHL,2006,Chile,175189211415.667,37967086197.7195,6578325.0,2.90038323402405,6578325.0,285780736360.402,19079663.53796126,317.34003274408343,0.29572395888755043,6.049990825639573
CHL,2007,Chile,184243394522.927,41980886339.0524,6597843.666666667,2.91978454589844,6597843.666666667,313472585881.43427,19264281.974187233,321.0944071562694,1.1830762036927345,5.168230985284472
CHL,2008,Chile,191225100461.158,49820898789.8474,6617362.333333333,2.93931579589844,6617362.333333333,347619855377.20996,19450517.633550026,319.41333280637855,-0.5235451980553307,3.789392806352243
CHL,2009,Chile,189087132632.604,44311906252.381,6636881.0,2.95897746086121,6636881.0,374550768860.7304,19638381.28941801,305.7838444735257,-4.267038014068991,-1.118037236428726
CHL,2010,Chile,200151851762.225,49233500296.9704,7340840.0,2.97877097129822,7340840.0,405056730714.66425,21866681.096944824,293.67717749574456,-3.9592238754880604,5.8516510222405005
CHL,2011,Chile,212609096429.355,56650992420.0013,7710081.0,2.9968798160553,7710081.0,441454886598.9323,23106186.129051466,292.04397633524155,-0.556121239801366,6.223896785091387
CHL,2012,Chile,225695909224.96,63454776828.14,7882616.0,3.01509833335876,7882616.0,482836919097.1257,23766862.3641071,294.99307413814915,1.0098129192441574,6.155340018555333
CHL,2013,Chile,233163076995.037,64293394414.6439,8045054.0,3.03342795372009,8045054.0,522988467556.91327,24404091.692787625,291.29754023757937,-1.2527527676256978,3.3085082471008276
CHL,2014,Chile,237342873662.271,61687022446.504,8159777.0,3.05186891555786,8159777.0,558526066625.5715,24902569.784183968,285.9909446574609,-1.8217097115857839,1.7926494713925045
CHL,2015,Chile,242450355830.884,61753005219.7252,8302016.0,3.07042193412781,8302016.0,592352768514.0181,25490692.023880024,281.8847759500002,-1.4357687836510924,2.1519424998117875
CHL,2016,Chile,246700604515.86,60295644485.195,8400305.0,3.08908796310425,8400305.0,623030774573.5121,25949281.061904445,278.55465757959144,-1.181375744463553,1.753038749071023
CHL,2017,Chile,250050047209.619,58290641702.5622,8604646.0,3.10786700248718,8604646.0,650169877547.3987,26742095.371483304,272.76617496449535,-2.078041941711972,1.3576953734394603
CHL,2018,Chile,260027117802.785,62075415014.4734,8791511.0,3.12676072120667,8791511.0,679736798684.5021,27488951.274856374,274.31310567233476,0.5671270303367892,3.990029477899748
CHL,2019,Chile,261676645417.276,64859828465.1316,8980466.0,3.14576888084412,8980466.0,710609787215.4086,28250470.478278674,267.00989369126427,-2.662363492684938,0.6343675338285504
CHL,2020,Chile,245600606668.884,57833106123.1192,7883746.0,3.16489291191101,7883746.0,732912403977.7573,24951211.834706776,268.7519610367372,0.6524355039395191,-6.143474792240921
CHL,2021,Chile,273390120031.28,67060872244.5355,8314905.000000001,3.18922209739685,8314905.000000001,763327656023.4049,26518078.76375556,283.48600909643324,5.4823964829346705,11.31492048790479
CHL,2022,Chile,279278925615.692,70160762873.4074,8876952.0,3.21398735046387,8876952.0,795322036095.642,28530411.43867495,272.2061211558679,-3.978992817500304,2.1539935619247164
CHL,2023,Chile,280734996501.051,70123244870.3023,9089552.0,3.23919916152954,9089552.0,825679179161.1621,29442869.217079155,264.5912659550468,-2.797459207928954,0.5213679772467561
CHL,2024,Chile,288158504434.814,69107658604.9579,9319067.0,3.2646087441941307,9319067.0,853502878808.0619,30423107.615930967,262.8012169459433,-0.6765336726601068,2.6443115487153834
COL,1992,Colombia,127871346008.238,18941350158.5719,4787551.0,1.96690678596497,4787551.0,315689169309.5316,9416666.550053379,353.99666702676916,,
COL,1993,Colombia,134757742185.312,25809310501.8927,5288000.0,1.99040949344635,5288000.0,325714021345.9477,10525285.4013443,343.2487341307759,-3.0361678222186494,5.385409939010377
COL,1994,Colombia,142593449287.222,31339404020.8235,4826677.0,2.0141932964325,4826677.0,340767724299.47375,9721860.45744493,376.4454190868585,9.6713204318577,5.814661907242935
COL,1995,Colombia,150011784497.792,31623173803.941,5464900.0,2.03826117515564,5464900.0,355352511888.44104,11138893.496108057,357.22945208793544,-5.104582503762467,5.202437592786935
COL,1996,Colombia,153095808839.253,31181681297.966,5426435.0,2.06261658668518,5426435.0,368766567591.985,11192654.837568996,358.751511932088,0.42607344810356995,2.0558547128718407
COL,1997,Colombia,158347444690.971,30554755842.2711,5657500.0,2.0872631072998,5657500.0,380882995054.65686,11808691.029548617,354.32586941666517,-1.2336233766899407,3.4302936778838333
COL,1998,Colombia,159249683235.263,28629532716.5451,5654900.0,2.11220407485962,5654900.0,390468378018.4691,11944302.822923666,350.646089295194,-1.0385299068141118,0.5697840884346439
COL,1999,Colombia,152554802278.5,18736210473.7569,5640600.0,2.13744306564331,5640600.0,389681169591.30255,12056461.356067656,334.1063103493239,-4.716943793417283,-4.204015242449499
COL,2000,Colombia,157016818928.93,18357953718.4935,5909700.0,2.16298365592957,5909700.0,388555064830.23096,12782584.511446979,331.38712879985434,-0.8138671630076422,2.924861481767227
COL,2001,Colombia,159651401476.819,20142689594.0362,15420171.0,2.18431115150452,15420171.0,389270001182.7556,33682451.473406605,179.379375308416,-45.87014409459621,1.677898307875858
COL,2002,Colombia,163649041384.447,22382174106.2068,15580456.0,2.20584893226624,15580456.0,392188675229.8246,34368132.23182113,181.00427974043743,0.9058479712216849,2.5039804665970555
COL,2003,Colombia,170061255792.911,24952982186.1633,16257845.0,2.22759914398193,16257845.0,397532223654.4966,36215961.6049909,180.94227638280933,-0.03425518872648414,3.9182719032251123
COL,2004,Colombia,179130660092.783,27730280875.0599,16343767.0,2.24956393241882,16343767.0,405385893346.8316,36766348.76305694,187.444662513634,3.5936245861458938,5.333022067599025
COL,2005,Colombia,187780451739.376,31343852442.5001,16771617.999999998,2.27174520492554,16771617.999999998,416460451121.9901,38100842.77034287,190.19192901650146,1.4656413610431018,4.8287611077370896
COL,2006,Colombia,200393418124.055,37227617803.6024,16850115.0,2.29414510726929,16850115.0,432865046369.493,38656608.884174876,198.36481068891325,4.297175865808001,6.716868698444056
COL,2007,Colombia,213896316785.023,44632656740.2787,16928612.0,2.31676602363586,16928612.0,455854450791.297,39219633.1089143,205.98559206908453,3.8418010501482636,6.738194690909927
COL,2008,Colombia,220919487240.849,43420671103.3494,17280396.0,2.3396098613739,17280396.0,476482399355.08154,40429384.8900461,205.38299728342872,-0.2925422014243173,3.2834461861653397
COL,2009,Colombia,223437193184.792,45355179625.2491,18191441.0,2.36267900466919,18191441.0,498013459012.57654,42980535.71537829,196.55966503205073,-4.29603831285108,1.1396486454805954
COL,2010,Colombia,233479933032.173,48577536863.3683,18574776.0,2.38597559928894,18574776.0,521690322925.316,44318962.29825782,198.09424458133716,0.7807194568815623,4.494658970709153
COL,2011,Colombia,249701866578.277,54509810828.0553,19209697.0,2.41068816184998,19209697.0,550115617607.1055,46308589.15062507,202.10771418844726,2.0260404917832764,6.947891981735599
COL,2012,Colombia,259471791121.288,56327242193.9351,19766959.0,2.43565678596497,19766959.0,578937078920.6853,48145527.82624134,201.14433368124557,-0.4766668660175055,3.9126357671612766
COL,2013,Colombia,272793056063.57,61103698378.4749,20006416.0,2.46088433265686,20006416.0,611093923353.1259,49233475.687015526,204.51548704159237,1.6759872369505047,5.1339935199565145
COL,2014,Colombia,285066097496.814,66729237488.9164,20479393.0,2.48637270927429,20479393.0,647268464674.3859,50919403.85770293,204.9235456640326,0.19952455842977557,4.499030001109694
COL,2015,Colombia,293492370193.166,68603201437.9211,20859984.0,2.51212525367737,20859984.0,683508242878.5876,52402892.59770588,203.16812920451477,-0.8566201867284629,2.955901375275305
COL,2016,Colombia,299618678572.191,66620549038.7795,20930863.0,2.53814482688904,20930863.0,715953379773.4377,53125561.64577321,202.2608959221248,-0.4465431098578998,2.0873825016278547
COL,2017,Colombia,303691577641.583,67855877161.6442,21125155.0,2.5629780292511,21125155.0,748011587946.41,54143308.12952402,199.4163311204377,-1.4063839620201857,1.3593608678875047
COL,2018,Colombia,311479214511.795,68559434276.7921,21271706.0,2.58082032203674,21271706.0,779170442825.8816,54898451.129190855,199.8221589142295,0.20350780275197877,2.5643242827770862
COL,2019,Colombia,321405606655.842,70092743821.6765,21309813.0,2.59878706932068,21309813.0,810304664506.264,55379666.47404173,202.23150387892727,1.2057446370259406,3.1868553924554455
COL,2020,Colombia,298309675728.093,53535626766.5933,19049197.0,2.61687898635864,19049197.0,823325058047.5441,49849443.33630604,199.8656544048263,-1.1698718689830634,-7.1859141376086395
COL,2021,Colombia,330530695024.886,62473975248.1539,20741208.0,2.63825917243958,20741208.0,844632780393.3208,54720682.2534772,206.57584750903072,3.3573517792171437,10.80119819048786
COL,2022,Colombia,354752900899.02,69657260568.4434,22032180.0,2.6601254940033,22032180.0,872058401942.098,58608363.706469625,209.68205681534658,1.5036652850619836,7.328277294279828
COL,2023,Colombia,357280089727.874,60802434419.3706,22788394.0,2.68249130249023,22788394.0,889257916264.3636,61129668.70272054,204.07287289401177,-2.6750900895036844,0.7123800319742468
COL,2024,Colombia,362990610076.174,62721989161.2179,23036043.0,2.705045158266809,23036043.0,907517009612.3633,62313536.58277602,203.31417558229893,-0.3717776404837836,1.598331536652231
CRI,1992,Costa Rica,21046199572.7927,3311921082.90621,1532291.0,2.29124546051025,1532291.0,31027105766.688816,3510854.7979307114,249.1987599063176,,
CRI,1993,Costa Rica,22539888605.2252,3802619119.39066,1532291.0,2.31214094161987,1532291.0,33278369597.745033,3542872.7555756522,258.88920422017264,3.8886406647842042,7.097191239996858
CRI,1994,Costa Rica,23558472567.298,3942734523.05994,1532291.0,2.33322715759277,1532291.0,35557185640.91772,3575182.974534983,262.8322595800015,1.5230667388028696,4.519028376372147
CRI,1995,Costa Rica,24537080455.4701,4166456438.68344,1532291.0,2.35450530052185,1532291.0,37945782797.55527,3607787.2814419265,266.0167946051028,1.2116225878018527,4.153953043333236
CRI,1996,Costa Rica,24868443787.3919,3931690590.07437,1532291.0,2.36827611923218,1532291.0,39980184247.75188,3628888.183014396,263.7242711691669,-0.8617965039910747,1.350459491393674
CRI,1997,Costa Rica,26230280995.2372,4653068250.92361,1532291.0,2.38212728500366,1532291.0,42634243286.28789,3650112.199665543,270.94953378038895,2.7397033193760745,5.476165776548281
CRI,1998,Costa Rica,28107138541.4782,5875315162.67182,1532291.0,2.39605975151062,1532291.0,46377846284.64531,3671460.7927019596,280.84238390918966,3.651178132979971,7.155308578592012
CRI,1999,Costa Rica,29291801356.6403,5766776253.99497,1532291.0,2.41007351875305,1532291.0,49825730224.40801,3692933.9621236296,284.34512903476383,1.2472280988423678,4.214811171239918
CRI,2000,Costa Rica,30425018574.4757,5502822412.91001,1532291.0,2.42416906356812,1532291.0,52837266126.09762,3714532.4385838583,288.24649333265955,1.3720524459621464,3.8687180895363493
CRI,2001,Costa Rica,31487207663.2952,5658281600.45434,1532291.0,2.44833302497864,1532291.0,55853684420.24707,3751558.659177545,290.6888521897718,0.8473160692690884,3.4911698943401737
CRI,2002,Costa Rica,32563086627.9419,5942261892.33813,1564320.0,2.47273755073547,1564320.0,59003262091.57284,3868152.8053665105,289.0956802158444,-0.5480677920484234,3.416876390410617
CRI,2003,Costa Rica,33968893647.7095,6265122962.12942,1626001.0,2.49738550186157,1626001.0,62318221949.12361,4060751.3234124146,286.66322148211304,-0.8414026566966548,4.317179866362242
CRI,2004,Costa Rica,35471881178.9969,6330019568.05737,1641450.0,2.52227926254272,1641450.0,65532330419.7248,4140195.295500748,290.4432038624139,1.3186143519763327,4.4245995965451534
CRI,2005,Costa Rica,36882479548.0029,6620428510.36674,1761616.0,2.54742097854614,1761616.0,68876142409.1053,4487577.554542537,281.6360510565697,-3.0323149892039547,3.9766663681801484
CRI,2006,Costa Rica,39584746492.4417,7128549775.76885,1812274.0,2.5419225692749,1812274.0,72560885064.41888,4606660.182310101,291.7970876108901,3.6078607536928597,7.326695432506858
CRI,2007,Costa Rica,42836685662.1245,8481899159.34942,1913024.0,2.53643584251404,1913024.0,77414739970.54736,4852262.641189579,298.44464145631895,2.278142629817226,8.215131983486913
